specObjID,class,subClass,z,zWarning,snMedian
9068173617389656064,QSO,BROADLINE,2.100358,0,1.840171
9068173892267563008,QSO,BROADLINE,1.862963,0,3.589032
9068174167145469952,QSO,STARBURST BROADLINE,0.5582274,0,8.231174
9068174716901283840,STAR,M5III (221615),0.0001569978,0,1.217308
9068175266657097728,GALAXY,null,0.6551329,0,1.590768
9068175541535004672,QSO,BROADLINE,1.390526,0,3.803441
9068175816412911616,STAR,M4.5:III (123657),-0.0001474243,0,1.807709
9068176091290818560,QSO,null,1.157158,0,2.739286
9068176366168725504,QSO,BROADLINE,1.525797,0,2.232891
9068176641046632448,GALAXY,null,1.672691,0,2.723471
9068176915924539392,STAR,G0 (63791),-0.0009288507,0,2.856053
9068177465680353280,GALAXY,null,0.9859567,0,1.364
9068178015436167168,QSO,null,1.223322,0,1.92787
9068178565191981056,GALAXY,null,0.9053919,0,0.7733302
9068178840069888000,STAR,K0IV (191026),-8.513036E-05,0,11.98234
9068179114947794944,QSO,BROADLINE,1.5255,0,4.349838
9068179389825701888,STAR,G4V (32923),-7.63193E-05,0,4.593039
9068179939581515776,GALAXY,STARBURST,0.04697659,0,3.768239
9068180214459422720,GALAXY,null,0.5959557,0,1.60467
9068180489337329664,QSO,null,2.482814,0,1.329761
9068180764215236608,GALAXY,null,0.7650366,0,0.84101
9068181588848957440,QSO,BROADLINE,1.386063,0,1.374383
9068181863726864384,QSO,BROADLINE,1.647038,0,6.584785
9068182138604771328,QSO,BROADLINE,1.985194,0,1.37034
9068182413482678272,GALAXY,null,0.8412167,0,0.6429882
9068182688360585216,QSO,BROADLINE,1.803602,0,5.45082
9068182963238492160,GALAXY,null,0.8664969,0,1.196405
9068183238116399104,GALAXY,STARBURST,0.04562944,0,2.89678
9068183512994306048,QSO,null,2.50228,0,1.246539
9068183787872212992,STAR,WDcooler,0.0003872378,0,1.813069
9068184337628026880,QSO,BROADLINE,0.9210873,0,3.616043
9068184612505933824,GALAXY,null,0.5789937,0,1.230355
1683388635400923136,STAR,F9,-2.731446E-05,0,26.05266
1683388910278830080,STAR,G2,-0.0002773171,0,9.0778
1683389185156737024,GALAXY,STARFORMING,0.0642146,0,7.958952
1683389460034643968,GALAXY,STARFORMING,0.2559508,0,5.373278
1683389734912550912,GALAXY,STARBURST,0.1407071,0,6.471547
1683390009790457856,GALAXY,STARFORMING,0.1662912,0,7.763348
1683390284668364800,STAR,K7,0.0001271449,0,32.63103
1683390559546271744,GALAXY,null,0.1311754,0,6.789499
1683390834424178688,GALAXY,null,0.1046929,0,3.71781
1683391109302085632,GALAXY,null,0.3021549,0,3.57514
1683391659057899520,STAR,F9,-9.54012E-05,0,55.60537
1683391933935806464,STAR,M1,-0.0001757274,0,4.073815
1683392483691620352,STAR,M4,-8.58987E-05,0,2.177134
1683392758569527296,GALAXY,STARBURST,0.03774478,0,10.14031
1683393033447434240,GALAXY,STARFORMING,0.1106832,0,5.985837
1683393308325341184,GALAXY,STARFORMING,0.1988627,0,6.114094
1683393858081155072,GALAXY,STARFORMING,0.1294782,0,10.31708
1683394132959062016,GALAXY,STARFORMING,0.2521399,0,8.239234
1683394407836968960,GALAXY,STARFORMING,0.06544787,0,4.329442
1683394682714875904,GALAXY,STARFORMING,0.1331524,0,8.334656
1683394957592782848,GALAXY,STARFORMING,0.04315197,0,8.178419
1683395232470689792,GALAXY,STARFORMING,0.1176775,0,8.932644
1683395507348596736,STAR,M4,9.402135E-05,0,2.649852
1683395782226503680,GALAXY,STARBURST,0.1349897,0,4.473647
1683396057104410624,GALAXY,null,0.13045,0,6.21248
1683396331982317568,STAR,K5,-0.0001346415,0,6.587999
1684346583883212800,STAR,K5,-0.0001957335,0,3.799683
1684347133639026688,STAR,M5,-8.54652E-05,0,1.999512
1684347408516933632,STAR,F9,-8.609089E-05,0,26.74875
1684348508028561408,STAR,M3,8.523428E-05,0,3.252835
1684348782906468352,GALAXY,null,0.1693873,0,4.564409
1684349057784375296,GALAXY,null,0.3956161,0,2.500905
1684349607540189184,STAR,F9,0.0001226933,0,5.583978
1684350432173910016,GALAXY,STARBURST,0.1377532,0,3.185526
1684350707051816960,STAR,K5,-0.00052185,0,4.109429
1684350981929723904,GALAXY,null,0.1735902,0,7.063095
1684351256807630848,STAR,M4,-9.357067E-06,0,1.467737
1684351531685537792,GALAXY,STARBURST,0.09854304,0,6.378736
1684351806563444736,GALAXY,null,0.4145621,0,1.368464
1684352631197165568,STAR,M4,8.601673E-05,0,1.60183
1684352906075072512,STAR,G2,0.0001314825,0,35.00273
1684353180952979456,GALAXY,null,0.09882998,0,7.380023
1684353455830886400,STAR,K5,-0.0002319374,0,3.947231
1684353730708793344,STAR,F9,5.735379E-05,0,3.703306
1684354005586700288,GALAXY,null,0.1449751,0,6.701509
1684354555342514176,GALAXY,null,0.04388119,0,4.438609
1684354830220421120,GALAXY,STARBURST,0.04483185,0,1.43729
1684355105098328064,STAR,F5,-0.0001865592,0,25.23209
1684355654854141952,STAR,M2,-6.785211E-05,0,19.5113
4448633212265322496,GALAXY,null,0.4736942,0,1.209728
4448633762021136384,GALAXY,null,0.5823544,0,1.563203
4448634036899043328,GALAXY,null,0.6938477,0,1.537966
4448634311776950272,GALAXY,null,0.6983644,0,1.280272
4448634586654857216,STAR,F2III (89254),9.16457E-05,0,2.536017
4448634861532764160,GALAXY,null,0.5963111,0,1.763078
4448635411288578048,GALAXY,null,0.491989,0,2.284286
4448635686166484992,GALAXY,null,0.5157292,0,2.830887
4448635961044391936,GALAXY,null,0.5045998,0,2.461034
4448636510800205824,GALAXY,null,0.4541795,0,3.023408
4448636785678112768,QSO,BROADLINE,2.187087,0,2.473003
4448637335433926656,STAR,F3/F5V (30743),-0.0007587608,0,3.086118
4448637610311833600,GALAXY,null,0.494043,0,2.741804
4448637885189740544,GALAXY,null,0.2862999,0,7.89268
4448638160067647488,GALAXY,null,0.5539105,0,2.201825
4448638984701368320,QSO,BROADLINE,2.510102,0,5.357455
4448639259579275264,GALAXY,null,0.7140003,0,1.323429
4448639809335089152,GALAXY,null,0.522492,0,1.369033
4448640084212996096,GALAXY,null,0.4855916,0,2.516055
4448640359090903040,GALAXY,null,0.188473,0,4.251237
4448640908846716928,GALAXY,null,0.6268412,0,1.305031
4448641183724623872,STAR,K0V (10780),0.0001066836,0,2.780245
4448641458602530816,GALAXY,null,0.5172611,0,2.235747
4448642008358344704,GALAXY,null,0.521589,0,1.827681
4448642283236251648,GALAXY,null,0.5050417,0,1.543194
4448643107869972480,STAR,M4.5:III (123657),4.859742E-05,0,1.269833
4448643382747879424,GALAXY,null,0.3993037,0,4.704066
4448643657625786368,GALAXY,null,0.4404807,0,2.587475
4448643932503693312,GALAXY,null,0.8352749,0,1.252575
4448644207381600256,GALAXY,null,0.4376717,0,2.493832
4448644757137414144,GALAXY,null,0.517477,0,2.548585
4448645032015321088,GALAXY,null,0.3380166,0,4.121679
4448645306893228032,GALAXY,null,0.7784718,0,1.047778
4448645856649041920,GALAXY,null,0.5129239,0,1.850973
4448647505916483584,GALAXY,null,0.2634016,0,2.960976
4448647780794390528,QSO,null,2.474698,0,2.314521
4448648055672297472,GALAXY,null,0.4936456,0,1.900477
4448648605428111360,GALAXY,null,0.5140428,0,2.935183
4448648880306018304,STAR,A4V (97603),-0.0006322292,0,11.62576
4448649155183925248,GALAXY,null,0.5206496,0,2.235106
4448649430061832192,STAR,WDcooler,1.31322E-05,0,2.620892
4448649704939739136,GALAXY,null,0.6293967,0,1.770592
4448649979817646080,GALAXY,null,0.2609825,0,6.845052
4448650254695553024,GALAXY,null,0.716702,0,1.205841
11259037418425440256,GALAXY,null,0.7647822,0,1.243814
11259038243931576320,QSO,BROADLINE,2.052528,0,2.291373
11259038517937068032,GALAXY,null,0.7190094,0,1.127702
11259039067692881920,QSO,null,0.981291,0,1.252575
11259039617448695808,GALAXY,null,0.6966044,0,1.475703
11259039618321111040,GALAXY,null,0.8361936,0,1.627352
11514775022960138240,QSO,BROADLINE,0.8017401,0,2.181819
11514775297838045184,QSO,BROADLINE,1.523592,0,6.158278
11514775572715952128,QSO,BROADLINE,1.171611,0,4.842996
11514776122471766016,STAR,M5III (221615),4.567697E-05,0,1.605706
11514776672227579904,QSO,BROADLINE,0.6551024,0,14.33434
11514777221983393792,GALAXY,null,0.6137424,0,1.355147
11514777496861300736,STAR,M5III (221615),6.791489E-05,0,1.41281
11514778046617114624,QSO,BROADLINE,1.823535,0,3.43671
11514778321495021568,STAR,K3III (101673),-0.0001626233,0,4.379368
11514778871250835456,QSO,null,2.410121,0,1.831128
11514779146128742400,GALAXY,STARFORMING,0.07064158,0,3.053535
11514779421006649344,GALAXY,null,0.7399696,0,1.096484
11514779695884556288,QSO,BROADLINE,1.503269,0,6.018504
11514779970762463232,GALAXY,null,0.4774999,0,1.64431
11514780245640370176,QSO,null,1.374635,0,6.571362
11514780520518277120,STAR,M5III (221615),-2.082096E-05,0,0.9802963
11514780795396184064,QSO,null,2.146333,0,5.091874
11514781070274091008,GALAXY,null,0.6378672,0,1.588104
11514781345151997952,QSO,BROADLINE,1.409843,0,2.627031
11514781620029904896,GALAXY,null,0.7222326,0,1.194532
11514781894907811840,QSO,BROADLINE,1.543701,0,2.065171
11514782444663625728,QSO,null,1.989519,0,1.726108
11514782994419439616,QSO,BROADLINE,1.424727,0,2.313573
11514783269297346560,QSO,BROADLINE,2.5445,0,2.138359
11514783544175253504,QSO,BROADLINE,1.868104,0,4.460961
11514783819053160448,STAR,M1 (204445),-0.0004413209,0,2.577165
11514784368808974336,QSO,BROADLINE,1.242912,0,7.098962
11514784918564788224,GALAXY,null,0.732454,0,1.046113
11514785193442695168,QSO,null,1.040488,0,2.857205
11514785743198509056,QSO,null,1.593029,0,0.5088118
11514786018076416000,GALAXY,null,0.8130137,0,0.689879
11514786567832229888,STAR,M5III (221615),-1.141412E-05,0,0.9035168
11514787117588043776,GALAXY,null,0.8127489,0,0.9794217
11514787392465950720,STAR,B3II (175156),0.0004362658,0,3.681079
11514787942221764608,STAR,F3/F5V (30743),0.0003214002,0,43.38675
11514788217099671552,GALAXY,null,0.6583356,0,1.803618
11514788491977578496,GALAXY,STARBURST,0.3994699,0,2.573176
11514789316611299328,QSO,BROADLINE,1.955103,0,3.947046
11514789591489206272,STAR,F3/F5V (30743),-0.0003939656,0,20.09875
11514789866367113216,GALAXY,null,0.6118651,0,1.164245
11514790141245020160,QSO,BROADLINE,0.6294907,0,4.317455
11514790416122927104,GALAXY,null,1.15853,0,1.605544
2375666178912708608,GALAXY,null,0.4170959,0,3.728239
2375666453790615552,GALAXY,null,0.4257222,0,3.811357
2375666728668522496,GALAXY,null,0.08044959,0,16.59665
2375667003546429440,QSO,BROADLINE,1.717144,0,12.79594
2375667278424336384,GALAXY,null,0.1383815,0,18.03389
2375667553302243328,GALAXY,null,0.1356606,0,11.77844
2375667828180150272,GALAXY,null,0.3326707,0,3.636541
2375668103058057216,GALAXY,null,0.05675665,0,7.590856
2375668377935964160,GALAXY,null,0.08014617,0,17.34971
2375668652813871104,GALAXY,null,0.4218422,0,2.807533
2375668927691778048,GALAXY,null,0.09389123,0,13.46273
2375669202569684992,GALAXY,null,0.2951398,0,5.95882
2375669477447591936,GALAXY,null,0.491265,0,2.97262
2375669752325498880,GALAXY,STARFORMING,0.04971993,0,11.07668
2375670302081312768,GALAXY,null,0.1452216,0,10.98247
2375670576959219712,STAR,K3,-5.61102E-07,0,11.65425
2375671126715033600,STAR,F5,-7.370272E-06,0,22.97997
2375671401592940544,GALAXY,null,0.3354967,0,6.248619
2375671676470847488,GALAXY,null,0.1139545,0,14.20814
2375671951348754432,GALAXY,null,0.03731411,0,21.63558
2375672226226661376,GALAXY,null,0.07654463,0,19.98264
2375672775982475264,GALAXY,null,0.4820403,0,2.91017
2375673050860382208,GALAXY,null,0.07583798,0,7.907541
2375673325738289152,GALAXY,STARFORMING,0.03756885,0,11.32765
2375673600616196096,GALAXY,STARFORMING,0.07509161,0,10.3148
2375673875494103040,GALAXY,null,0.03672381,0,30.82344
2375674150372009984,GALAXY,STARFORMING,0.07765378,0,10.66747
2375674425249916928,GALAXY,null,0.1692492,0,10.25183
2375674700127823872,GALAXY,STARFORMING,0.03722014,0,7.861238
10747946470651222016,GALAXY,null,0.7655092,0,0.7341701
10747947020407035904,GALAXY,null,0.7503464,0,0.8330829
10747947295284942848,GALAXY,null,0.7404552,0,1.500046
10747947845040756736,QSO,BROADLINE,0.9088023,0,18.05761
10747948669674477568,GALAXY,null,0.8646814,0,0.7401534
10747949219430291456,GALAXY,null,0.9189517,0,0.4870101
10747949494308198400,GALAXY,null,0.920411,0,0.4863195
10747949769186105344,QSO,BROADLINE,1.569483,0,14.87531
10747950044064012288,GALAXY,null,0.939627,0,0.8226956
10747950318941919232,GALAXY,null,0.9387243,0,0.7858551
10747950593819826176,GALAXY,null,0.8187664,0,0.4592737
10747950868697733120,GALAXY,null,1.03671,0,1.204063
10747951143575640064,GALAXY,null,0.8186684,0,1.628411
10747951693331453952,GALAXY,null,1.175374,0,0.7185944
10747952243087267840,QSO,BROADLINE,1.315011,0,20.53459
10747953067720988672,GALAXY,null,0.7691526,0,0.6394817
10747953617476802560,GALAXY,null,0.752161,0,0.9626626
10747953892354709504,GALAXY,null,0.8833576,0,0.9969083
10747954167232616448,GALAXY,null,0.8195464,0,0.7331104
10747954442110523392,GALAXY,null,0.7293123,0,0.675545
10747954991866337280,GALAXY,null,0.7548304,0,1.202665
10747955266744244224,GALAXY,null,1.093689,0,0.6610937
10747955816500058112,GALAXY,null,0.8064276,0,0.6945097
10747956366255872000,GALAXY,null,1.139693,0,0.7972152
10747956641133778944,GALAXY,null,0.2766072,0,0.6819654
10747956916011685888,GALAXY,null,0.975444,0,0.7568924
10747957740645406720,GALAXY,null,0.8003608,0,0.737703
10747959115034941440,GALAXY,null,1.077088,0,0.8136469
10747959389912848384,GALAXY,null,0.862797,0,0.6952657
10747959664790755328,QSO,null,0.6975252,0,1.304088
10747959939668662272,GALAXY,null,0.9191557,0,1.094501
10747961314058196992,GALAXY,null,0.9206141,0,0.6803946
10747961863814010880,GALAXY,null,0.7274307,0,0.9500937
10747962138691917824,GALAXY,null,1.136152,0,1.290701
10747962688447731712,GALAXY,null,1.064744,0,0.7907696
10747963513081452544,GALAXY,null,0.7223659,0,0.7347238
6176824154182146048,GALAXY,null,0.5567874,0,2.231131
6176824429060052992,QSO,null,1.264899,0,1.735412
6176825803449587712,GALAXY,null,0.5458044,0,1.970321
6176826078327494656,STAR,K3V (32147),-3.061121E-05,0,18.36207
6176826353205401600,GALAXY,null,0.5437106,0,3.036561
6176826628083308544,GALAXY,null,0.4421055,0,3.68236
6176826902961215488,GALAXY,null,0.5309755,0,2.280626
6176827727594936320,STAR,A1III (225180),-3.368887E-05,0,6.046969
6176828002472843264,GALAXY,null,0.5306683,0,1.886897
6176828552228657152,GALAXY,null,0.5294748,0,1.983856
6176828827106564096,STAR,G8V (101501),-0.0001094632,0,22.64631
6176829101984471040,GALAXY,null,0.6288151,0,1.58064
6176829376862377984,QSO,null,2.336893,0,2.19048
6176829651740284928,GALAXY,null,0.5502769,0,2.16979
6176830201496098816,STAR,F0IV (81937),-0.0005776337,0,8.337951
6176830476374005760,QSO,BROADLINE,2.112583,0,3.312768
6176831026129819648,GALAXY,null,0.3715352,0,5.249178
6176831301007726592,QSO,BROADLINE,2.348989,0,3.549917
6176831575885633536,GALAXY,null,0.143307,0,20.40668
6176831850763540480,GALAXY,null,0.6175746,0,1.819853
6176832400519354368,GALAXY,null,0.4258996,0,2.246048
6176832675397261312,STAR,F3/F5V (30743),-0.0004115865,0,16.33273
6176832950275168256,GALAXY,null,0.505523,0,2.827553
6176833225153075200,QSO,BROADLINE,2.344699,0,6.3363
6176833774908889088,GALAXY,null,0.4255295,0,3.393037
6176834049786796032,GALAXY,null,0.6147254,0,1.841377
6176834599542609920,STAR,WDmagnetic,0.0001160277,0,1.296752
6176835149298423808,GALAXY,null,0.614224,0,1.366294
6176835424176330752,QSO,BROADLINE,2.444077,0,1.670275
6176835699054237696,GALAXY,null,0.4811801,0,3.020355
6176835973932144640,GALAXY,null,0.2693681,0,13.14498
6176836248810051584,GALAXY,null,0.5713699,0,2.67796
6176836798565865472,GALAXY,null,0.5240964,0,2.192569
6176837073443772416,STAR,M5III (221615),-9.481492E-05,0,14.0974
6176837348321679360,GALAXY,null,0.571278,0,1.975318
6176837898077493248,GALAXY,null,0.5223501,0,1.698394
6176838447833307136,GALAXY,null,0.1936793,0,3.698085
6176838722711214080,QSO,BROADLINE,2.942236,0,4.4021
6176838997589121024,GALAXY,null,0.5334517,0,2.091023
6176839272467027968,QSO,null,2.30499,0,1.34882
6176839547344934912,GALAXY,null,0.5055168,0,2.574106
6176839822222841856,GALAXY,null,0.4630946,0,2.389824
6176840097100748800,GALAXY,null,0.5469571,0,2.019677
6176840371978655744,GALAXY,null,0.5503208,0,2.047232
6176840646856562688,GALAXY,null,0.5573472,0,1.799902
6176840921734469632,QSO,BROADLINE,2.506001,0,1.736498
6176841196612376576,GALAXY,null,0.6243765,0,2.458682
7559432820193777664,GALAXY,null,0.3555693,0,3.534801
7559433095071684608,GALAXY,null,0.4782345,0,2.556583
7559433369949591552,STAR,A1III (225180),-0.0004456732,0,13.98306
7559433644827498496,GALAXY,null,0.5677592,0,2.034208
7559433919705405440,QSO,null,3.010273,0,3.232644
7559434194583312384,GALAXY,null,0.554449,0,2.124238
7559434469461219328,QSO,BROADLINE,0.7683675,0,2.520863
7559434744339126272,GALAXY,null,0.4779205,0,2.142157
7559435019217033216,STAR,K5 (G_19-24),-0.0002731046,0,3.057938
7559435294094940160,GALAXY,null,0.5277455,0,2.16602
7559435843850754048,GALAXY,AGN BROADLINE,0.552813,0,2.457791
7559436393606567936,STAR,M4.5:III (123657),6.656062E-05,0,1.795915
7559436943362381824,GALAXY,null,0.4781443,0,3.573748
7559437218240288768,GALAXY,null,0.4786998,0,3.050175
7559437767996102656,GALAXY,null,0.5065386,0,2.776753
7559438042874009600,GALAXY,null,0.4898999,0,3.312118
7559438317751916544,STAR,sd:F0 (G_84-29),-9.51247E-05,0,2.383271
7559438592629823488,GALAXY,null,0.5965277,0,1.857613
7559439142385637376,GALAXY,null,0.6003118,0,1.7738
7559439417263544320,GALAXY,null,0.5141074,0,2.013711
7559439692141451264,GALAXY,null,0.5407327,0,2.518053
7559439967019358208,GALAXY,null,0.4510116,0,3.965408
7559440241897265152,GALAXY,null,0.5650151,0,1.687561
7559440516775172096,GALAXY,null,0.5513517,0,2.646582
7559440791653079040,GALAXY,null,0.3923882,0,5.949834
7559441066530985984,GALAXY,null,0.2883106,0,6.9192
7559441341408892928,GALAXY,null,0.541733,0,1.579074
7559441616286799872,GALAXY,null,0.2041161,0,14.96305
7559442440920520704,GALAXY,null,0.5205591,0,2.460247
7559442715798427648,GALAXY,null,0.2879117,0,9.792791
7559442990676334592,GALAXY,null,0.4734753,0,2.353049
7559443540432148480,GALAXY,null,0.4879735,0,2.252595
7559443815310055424,QSO,BROADLINE,2.703892,0,8.086808
7559444090187962368,GALAXY,null,0.4724301,0,3.073883
7559444365065869312,GALAXY,null,0.335591,0,6.078137
7559444639943776256,GALAXY,null,0.4690266,0,2.28504
7559444914821683200,GALAXY,null,0.2651032,0,12.49756
7559445189699590144,GALAXY,null,0.4693151,0,2.03779
7559445739455404032,GALAXY,null,0.4889286,0,2.261902
7559446014333310976,STAR,B9 (105262),-0.0004464244,0,1.499561
7559446289211217920,GALAXY,null,0.5925032,0,2.2777
7559446564089124864,STAR,WDcooler,-9.187095E-06,0,1.605855
7559446838967031808,GALAXY,null,0.4639992,0,2.872388
7559447388722845696,STAR,M5III (221615),-0.0001340639,0,1.50157
7559447663600752640,QSO,BROADLINE,2.469514,0,6.078753
7559447938478659584,GALAXY,null,0.6043056,0,2.180723
7559448213356566528,QSO,BROADLINE,0.7419574,0,5.718182
7559448488234473472,GALAXY,null,0.57961,0,2.227179
7559448763112380416,QSO,null,0.8617802,0,6.043203
7559449037990287360,GALAXY,null,0.5770539,0,1.859521
7559449587746101248,GALAXY,null,0.5910882,0,1.532892
7559449862624008192,GALAXY,null,0.5329449,0,2.569021
7559450137501915136,GALAXY,null,0.5113882,0,2.232096
10747981655023310848,GALAXY,null,1.009251,0,0.5227597
10747982754534938624,GALAXY,null,0.7292041,0,0.9989491
10747983029412845568,QSO,BROADLINE,0.7047515,0,21.2958
10747984128924473344,GALAXY,null,0.6039614,0,0.7560946
10747984403802380288,GALAXY,null,0.9606403,0,0.4903462
10747984678680287232,GALAXY,null,0.7372592,0,0.7616677
10747984953558194176,GALAXY,BROADLINE,0.857366,0,0.9915196
10747985228436101120,GALAXY,STARBURST,0.2957525,0,1.84924
10747985778191915008,GALAXY,null,0.3743413,0,0.8895411
10747986053069821952,GALAXY,null,0.8510727,0,0.647263
10747986327947728896,GALAXY,null,0.8037634,0,0.7019273
10747986877703542784,GALAXY,null,0.8020293,0,0.9976732
10747987427459356672,STAR,F3/F5V (30743),-0.000227225,0,38.21608
10747987702337263616,GALAXY,null,0.9462566,0,1.167086
10747988252093077504,GALAXY,null,0.9502583,0,0.9148652
10747988801848891392,GALAXY,null,0.7445949,0,0.8923827
10747989901360519168,GALAXY,null,1.057947,0,0.3849719
10747990176238426112,GALAXY,null,0.7749211,0,0.6548517
10747991000872146944,GALAXY,null,0.8850982,0,0.7894093
10747992100383774720,GALAXY,null,1.002164,0,0.5594139
10747992925017495552,GALAXY,null,0.9628149,0,0.5719401
10747993474773309440,GALAXY,null,0.8853129,0,0.7534398
10747993749651216384,GALAXY,null,1.029467,0,1.133828
10747994024529123328,GALAXY,null,0.9780661,0,0.5879512
10747994299407030272,GALAXY,null,1.003285,0,0.6638198
10747995398918658048,GALAXY,null,0.6665309,0,0.6764744
10747995673796564992,GALAXY,null,0.6935983,0,1.001407
10747995948674471936,GALAXY,null,0.8257636,0,1.075847
10747996498430285824,GALAXY,null,1.009294,0,0.8512071
10747996773308192768,QSO,BROADLINE,1.359248,0,14.07235
10747997048186099712,GALAXY,null,0.6084893,0,0.9039142
10747997323064006656,GALAXY,null,0.9941722,0,0.8635817
10747997597941913600,GALAXY,null,0.7541714,0,0.8408037
10747997872819820544,GALAXY,null,0.8819107,0,0.9808885
10747998147697727488,GALAXY,null,0.6201421,0,1.067557
10747998422575634432,GALAXY,null,0.6690878,0,0.9125016
10747998697453541376,GALAXY,null,0.7532259,0,1.054912
10747998972331448320,GALAXY,null,0.7165087,0,1.167484
3497050687701884928,STAR,F5,-0.0001800135,0,30.53432
3497050962579791872,STAR,G2,-0.0003346418,0,21.40281
3497051237457698816,STAR,F5,-0.0004097294,0,19.33265
3497051512335605760,STAR,F9,-0.0001148459,0,42.94313
3497051787213512704,STAR,F9,-0.00026679,0,45.91411
3497052062091419648,STAR,F9,-0.0002593689,0,51.53418
3497052336969326592,STAR,K3,-8.413834E-05,0,41.82078
3497052611847233536,STAR,F5,0.0003635816,0,21.82238
3497052886725140480,STAR,F9,-5.367644E-05,0,42.33691
3497053161603047424,STAR,F5,0.0001544463,0,17.11311
3497053436480954368,STAR,K1,-7.293755E-05,0,43.74677
3497053711358861312,STAR,K7,-0.0001138347,0,41.13735
3497053986236768256,STAR,F9,-2.931514E-05,0,43.88003
3497054261114675200,STAR,G2,-0.0001446912,0,63.1361
3497054535992582144,STAR,G2,-0.0005466591,0,23.5162
3497054810870489088,STAR,F5,-0.0002990723,0,18.16457
3497055085748396032,STAR,F9,-6.05305E-05,0,34.55959
3497055360626302976,STAR,F9,0.0002083131,0,42.85172
3497055635504209920,STAR,F9,7.489023E-05,0,48.67295
3497056185260023808,STAR,F9,-0.0001305484,0,38.62868
3497056460137930752,STAR,G2,9.622561E-06,0,24.93355
3497056735015837696,STAR,G2,6.145795E-05,0,89.1721
3497057009893744640,STAR,K5,2.847796E-06,0,84.80133
3497057284771651584,STAR,F9,-1.872267E-05,0,84.4283
3497057559649558528,STAR,K5,-3.177959E-05,0,54.12475
3497057834527465472,STAR,M2,-3.333651E-05,0,15.81062
3497058109405372416,STAR,G2,-0.0001763525,0,35.34402
13097788921601087488,STAR,M5III (221615),-0.0001410026,0,2.158458
13097789196478994432,STAR,M5III (221615),-9.921487E-05,0,3.067668
13097789471356901376,QSO,BROADLINE,2.018995,0,5.352469
13097789746234808320,STAR,F3/F5V (30743),-0.0005500211,0,52.2577
13097790021112715264,GALAXY,null,0.3288568,0,1.379586
13097790295990622208,STAR,M1 (204445),-0.0001009656,0,6.723606
13097790845746436096,QSO,BROADLINE,1.492581,0,5.336658
13097791670380156928,QSO,BROADLINE,2.319283,0,5.696757
13097791945258063872,STAR,M1 (204445),-0.000105904,0,5.209983
13097792220135970816,QSO,BROADLINE,3.644887,0,2.370929
13097792495013877760,GALAXY,null,0.621787,0,2.44436
13097792769891784704,GALAXY,null,0.1144063,0,4.102307
13097793044769691648,STAR,M4.5:III (123657),-1.505051E-05,0,3.522389
13097793319647598592,QSO,BROADLINE,1.176586,0,4.057834
13097793594525505536,GALAXY,null,0.6204832,0,1.82041
13097793869403412480,STAR,M5III (221615),-0.0001243339,0,1.587421
13097794144281319424,QSO,null,0.7485806,0,2.052406
13097794694037133312,QSO,BROADLINE,2.379524,0,5.066448
13097794968915040256,GALAXY,null,0.6497201,0,1.51764
13097795243792947200,GALAXY,null,0.8173611,0,1.417121
13097795518670854144,QSO,BROADLINE,1.793612,0,1.866333
13097796343304574976,QSO,null,1.178867,0,2.035329
13097796618182481920,QSO,null,1.175117,0,5.5612
13097796893060388864,QSO,BROADLINE,1.067621,0,3.938441
13097797442816202752,STAR,F8V (G_243-63),-0.001673177,0,4.224741
13097797717694109696,QSO,BROADLINE,2.118989,0,5.725251
13097798542327830528,GALAXY,null,0.8354818,0,0.8541751
13097798817205737472,QSO,null,1.431123,0,1.702782
13097799092083644416,STAR,M5III (221615),-9.369916E-05,0,2.191278
13097799366961551360,STAR,F8Ibvar (45412),-0.0004108945,0,9.656241
13097799641839458304,GALAXY,null,0.807255,0,1.045491
13097799916717365248,QSO,null,1.160987,0,1.799422
13097800191595272192,GALAXY,null,0.6779754,0,1.076038
13097801016228993024,QSO,BROADLINE,1.921401,0,15.75561
13097801840862713856,GALAXY,null,0.5579008,0,1.461829
13097802115740620800,QSO,BROADLINE,1.769247,0,2.132234
13097802390618527744,GALAXY,null,0.5766272,0,1.845432
13097802665496434688,STAR,K3V (32147),-0.0002344256,0,11.23565
13097802940374341632,GALAXY,null,0.6648898,0,1.484882
13097803215252248576,QSO,BROADLINE,2.238277,0,4.315276
13097803490130155520,STAR,M5III (221615),-0.0001266203,0,1.83367
13097803765008062464,QSO,BROADLINE,1.671595,0,5.316304
13097804314763876352,QSO,BROADLINE,1.363128,0,15.5877
6879373605601564672,STAR,A9V (154660),-0.0007974931,0,2.63313
6879373880479471616,GALAXY,null,0.4462929,0,3.695084
6879374155357378560,GALAXY,null,0.5156494,0,2.086466
6879374705113192448,GALAXY,null,0.440239,0,2.630177
6879375529746913280,QSO,null,2.071236,0,0.2132843
6879375804624820224,GALAXY,null,0.6427674,0,1.534611
6879376079502727168,STAR,F3/F5V (30743),-0.0002535013,0,15.08767
6879376354380634112,GALAXY,null,0.5263023,0,2.024776
6879376904136448000,GALAXY,null,0.6109576,0,1.553824
6879377179014354944,STAR,K1IVa (142091),-0.0001589706,0,6.316065
6879378278525982720,GALAXY,null,0.2007201,0,16.17064
6879378553403889664,GALAXY,null,0.4173508,0,3.050627
6879378828281796608,GALAXY,null,0.2597919,0,10.55755
6879379103159703552,GALAXY,null,0.4362961,0,2.91892
6879379652915517440,GALAXY,null,0.5122817,0,1.888057
